路線,路線名稱,站序,中文站點名稱,經度,緯度,去回,英文站點名稱
186,豐原  -  臺中港郵局(經東山),76,海濱里,120.544281,24.28661919,去程,Haibin Village
186,豐原  -  臺中港郵局(經東山),77,臺中港北堤,120.5397391,24.2883764,去程,Taichung Port Beiti
186,豐原  -  臺中港郵局(經東山),78,賢德大樓,120.5379,24.285282,去程,Xiande Building
186,豐原  -  臺中港郵局(經東山),79,德豐大樓,120.537028,24.283257,去程,Defeng Building
186,豐原  -  臺中港郵局(經東山),80,西瓜寮,120.536365,24.28169,去程,Xigualiao
186,豐原  -  臺中港郵局(經東山),81,後營門口,120.535042,24.278575,去程,Campus Backdoor
186,豐原  -  臺中港郵局(經東山),82,梧棟,120.534172,24.276532,去程,Wu Dong
186,豐原  -  臺中港郵局(經東山),83,環球大樓,120.533098,24.27371655,去程,Universal Building
186,豐原  -  臺中港郵局(經東山),84,舶來品商圈,120.5322933,24.27162354,去程,Imported Goods Shopping Market
186,豐原  -  臺中港郵局(經東山),85,港灣技術中心,120.531435,24.26981414,去程,habor and Marine Technology Center
186,豐原  -  臺中港郵局(經東山),86,大智梧北路口,120.5298686,24.26108953,去程,Dazhi-Wubei Intersection
186,豐原  -  臺中港郵局(經東山),87,頂寮里,120.5321324,24.26034614,去程,Dingliao Village
186,豐原  -  臺中港郵局(經東山),88,國都飯店,120.53495,24.25932,去程,Capital Hotel
186,豐原  -  臺中港郵局(經東山),89,臺銀中港分行,120.5364454,24.25984729,去程,Taiwan Bank(Taichung Port Branch)
186,豐原  -  臺中港郵局(經東山),90,臺中港郵局,120.5373681,24.26211656,去程,Taichung Port Post Office
186,豐原  -  臺中港郵局(經東山),1,臺中港郵局,120.5373681,24.26211656,回程,Taichung Port Post Office
186,豐原  -  臺中港郵局(經東山),2,臺銀中港分行,120.5364454,24.25984729,回程,Taiwan Bank(Taichung Port Branch)
186,豐原  -  臺中港郵局(經東山),3,國都飯店,120.53495,24.25932,回程,Capital Hotel
186,豐原  -  臺中港郵局(經東山),4,頂寮里,120.5321324,24.26034614,回程,Dingliao Village
186,豐原  -  臺中港郵局(經東山),5,大智梧北路口,120.5298686,24.26108953,回程,Dazhi-Wubei Intersection
186,豐原  -  臺中港郵局(經東山),6,港灣技術中心,120.531435,24.26981414,回程,habor and Marine Technology Center
186,豐原  -  臺中港郵局(經東山),7,舶來品商圈,120.5322933,24.27162354,回程,Imported Goods Shopping Market
186,豐原  -  臺中港郵局(經東山),8,環球大樓,120.533098,24.27371655,回程,Universal Building
186,豐原  -  臺中港郵局(經東山),9,梧棟,120.534172,24.276532,回程,Wu Dong
186,豐原  -  臺中港郵局(經東山),10,後營門口,120.535042,24.278575,回程,Campus Backdoor
186,豐原  -  臺中港郵局(經東山),11,西瓜寮,120.536365,24.28169,回程,Xigualiao
186,豐原  -  臺中港郵局(經東山),12,德豐大樓,120.537028,24.283257,回程,Defeng Building
186,豐原  -  臺中港郵局(經東山),13,賢德大樓,120.5379,24.285282,回程,Xiande Building
186,豐原  -  臺中港郵局(經東山),14,臺中港北堤,120.5397391,24.2883764,回程,Taichung Port Beiti
186,豐原  -  臺中港郵局(經東山),15,海濱里,120.544281,24.28661919,回程,Haibin Village
186,豐原  -  臺中港郵局(經東山),16,頂海濱里,120.5455627,24.28552437,回程,Dinghaibin Village
186,豐原  -  臺中港郵局(經東山),17,漁港港埠路口,120.5481415,24.2824707,回程,Yugang-Gangbu Intersection
186,豐原  -  臺中港郵局(經東山),18,竹仔寮,120.55201,24.280783,回程,Zhuziliao
186,豐原  -  臺中港郵局(經東山),19,下武鹿,120.554168,24.279868,回程,Xiawulu
186,豐原  -  臺中港郵局(經東山),20,武鹿,120.556449,24.279949,回程,Wulu
186,豐原  -  臺中港郵局(經東山),21,上武鹿,120.5594802,24.2794868,回程,Shangwulu
186,豐原  -  臺中港郵局(經東山),22,慈濟靜思堂(海濱路),120.5612488,24.27753067,回程,Tzu Chi Still Thoughts Hall(Haibin Rd.)
186,豐原  -  臺中港郵局(經東山),23,五權華江北街口,120.564719,24.277081,回程,Wuquan-Huajiang N. Intersection
186,豐原  -  臺中港郵局(經東山),24,五權民享路口,120.567978,24.276966,回程,Wuquan-Minxiang Rd. Intersection
186,豐原  -  臺中港郵局(經東山),25,五權民有路口,120.5708389,24.27596664,回程,Wuquan - Minyou Intersection
186,豐原  -  臺中港郵局(經東山),26,五權東鎮新路口,120.572067,24.275091,回程,Wuquan E.-Zhenxin Rd. Intersection
186,豐原  -  臺中港郵局(經東山),27,西寧國小,120.57505,24.275703,回程,Xi Ning El. S.
186,豐原  -  臺中港郵局(經東山),28,中山高美路口,120.577247,24.275311,回程,Zhongshan-Gaomei Intersection
186,豐原  -  臺中港郵局(經東山),29,中山董公街口,120.5768716,24.27283631,回程,Zhongshan-Donggong Intersection
186,豐原  -  臺中港郵局(經東山),30,清水,120.5759436,24.27030317,回程,Qingshui
186,豐原  -  臺中港郵局(經東山),31,華南銀行(清水分行),120.575155,24.26830302,回程,Hua-Nan Commercial Bank(Qingshui Branch)
186,豐原  -  臺中港郵局(經東山),32,清水高中(學園街),120.57435,24.266097,回程,Qingshui H. S.( Xueyuan St.)
186,豐原  -  臺中港郵局(經東山),33,嘉陽高中,120.582236,24.265784,回程,Chia-Yang H. S.
186,豐原  -  臺中港郵局(經東山),34,國仕加油站,120.587869,24.264161,回程,Guoshi Gas Station
186,豐原  -  臺中港郵局(經東山),35,公館國小,120.595132,24.260845,回程,Gongguan El. School
186,豐原  -  臺中港郵局(經東山),36,西勢里,120.598701,24.259818,回程,Xishi Village
186,豐原  -  臺中港郵局(經東山),37,中航和睦路口,120.601275,24.258155,回程,Zhonghaug-hemu Intersection
186,豐原  -  臺中港郵局(經東山),38,西勢十巷口,120.600245,24.256186,回程,Xishi 10th Ln.
186,豐原  -  臺中港郵局(經東山),39,臺中國際機場,120.599146,24.253821,回程,Taichung Airport
186,豐原  -  臺中港郵局(經東山),40,西勢十巷口,120.600213,24.256025,回程,Xishi 10th Ln.
186,豐原  -  臺中港郵局(經東山),41,中航和睦路口,120.601198,24.258029,回程,Zhonghaug-hemu Intersection
186,豐原  -  臺中港郵局(經東山),42,西勢營門,120.602264,24.258872,回程,Xishiyingmen
186,豐原  -  臺中港郵局(經東山),43,澔明公司,120.60415,24.26225,回程,Haoming Company
186,豐原  -  臺中港郵局(經東山),44,吳厝里,120.6061614,24.26620504,回程,Wucuo Village
186,豐原  -  臺中港郵局(經東山),45,新興社區,120.607692,24.269337,回程,Xinxing Community
186,豐原  -  臺中港郵局(經東山),46,頂吳厝里,120.611162,24.276157,回程,Dingwu Cuo Village
186,豐原  -  臺中港郵局(經東山),47,許厝寮,120.6136179,24.28075818,回程,Xucuo Village
186,豐原  -  臺中港郵局(經東山),48,下楊厝里,120.613302,24.285943,回程,Xia Yangcuo Village
186,豐原  -  臺中港郵局(經東山),49,楊厝里,120.6153882,24.28875779,回程,Yangcuo Village
186,豐原  -  臺中港郵局(經東山),50,海風里,120.619395,24.292522,回程,Haifeng Village
186,豐原  -  臺中港郵局(經東山),51,良逸公司,120.625457,24.292488,回程,Liangyi Co.
186,豐原  -  臺中港郵局(經東山),52,下舊庄,120.6301403,24.2928063,回程,Xiajiouzhuang
186,豐原  -  臺中港郵局(經東山),53,舊庄,120.632777,24.291847,回程,Jiuzhuang
186,豐原  -  臺中港郵局(經東山),54,基登公司,120.632682,24.289228,回程,Jideng Co.
186,豐原  -  臺中港郵局(經東山),55,榮憶公司,120.6328762,24.29055714,回程,Zon Yhi Industrial Co.
186,豐原  -  臺中港郵局(經東山),56,北東山,120.629788,24.278083,回程,N. Dongshan
186,豐原  -  臺中港郵局(經東山),57,新村,120.631102,24.276677,回程,Xincun
186,豐原  -  臺中港郵局(經東山),58,僑昌公司,120.631912,24.274798,回程,Qiaochang Co.
186,豐原  -  臺中港郵局(經東山),59,東山,120.631728,24.273255,回程,Dongshan
186,豐原  -  臺中港郵局(經東山),60,東山廟前,120.633437,24.272647,回程,Dongshan Temple Front
186,豐原  -  臺中港郵局(經東山),61,示範公墓,120.648782,24.269853,回程,Model Cemetery
186,豐原  -  臺中港郵局(經東山),62,成都家園,120.651378,24.27058681,回程,Chengdu Homeland
186,豐原  -  臺中港郵局(經東山),63,圳堵里口,120.656418,24.268639,回程,Zuendu Village Entrance
186,豐原  -  臺中港郵局(經東山),64,頂圳前,120.6559539,24.26741786,回程,Dingzhenqian
186,豐原  -  臺中港郵局(經東山),65,圳前里,120.657655,24.263993,回程,Zhenqian Village
186,豐原  -  臺中港郵局(經東山),66,神圳國中,120.658615,24.26062,回程,Shenzun  J.H.S.
186,豐原  -  臺中港郵局(經東山),67,神岡農會,120.65858,24.258468,回程,Shengang  Farmers Assoc.
186,豐原  -  臺中港郵局(經東山),68,神岡,120.659303,24.257027,回程,Shengang
186,豐原  -  臺中港郵局(經東山),69,神岡區公所,120.661407,24.257708,回程,Shengang District Office
186,豐原  -  臺中港郵局(經東山),70,庄頭,120.6626487,24.2579986,回程,Zhuangtou
186,豐原  -  臺中港郵局(經東山),71,北庄,120.668317,24.257317,回程,Beizhuang
186,豐原  -  臺中港郵局(經東山),72,中山溝心路口,120.6717467,24.25573905,回程,Zhongshan-Guoxin Rd. Intersection
186,豐原  -  臺中港郵局(經東山),73,電信局,120.6734633,24.25350391,回程,Telecom Company
186,豐原  -  臺中港郵局(經東山),74,福華公司,120.676223,24.25099,回程,Fuhua Co.
186,豐原  -  臺中港郵局(經東山),75,福隆新村,120.67946,24.249008,回程,Fulong Community
186,豐原  -  臺中港郵局(經東山),76,神岡國中,120.681457,24.247312,回程,Shengang J.H.S
186,豐原  -  臺中港郵局(經東山),77,社口,120.685632,24.246683,回程,Shekou
186,豐原  -  臺中港郵局(經東山),78,紅瓦厝口,120.6896,24.247597,回程,Hongwacuokuo
186,豐原  -  臺中港郵局(經東山),79,望寮,120.693227,24.248412,回程,Wangliao
186,豐原  -  臺中港郵局(經東山),80,岸裡國小,120.6979948,24.24869602,回程,Anli Elementary School
186,豐原  -  臺中港郵局(經東山),81,臺豐社區,120.700146,24.24900906,回程,Taifeng Community
186,豐原  -  臺中港郵局(經東山),82,社皮鐵路巷,120.702292,24.24951,回程,Shepi Railway Ln.
186,豐原  -  臺中港郵局(經東山),83,忠勤新村,120.704343,24.249622,回程,Zhongqin Community
186,豐原  -  臺中港郵局(經東山),84,三光新村,120.706717,24.24999,回程,Sanguang Community
186,豐原  -  臺中港郵局(經東山),85,中正圓環西路口,120.7095337,24.25041769,回程,Zhongzheng-Yuanhuan W. Intersection
186,豐原  -  臺中港郵局(經東山),86,慈龍寺,120.712,24.250793,回程,Cilong Temple
186,豐原  -  臺中港郵局(經東山),87,豐原郵局,120.715257,24.251365,回程,Fengyuan Post Office
186,豐原  -  臺中港郵局(經東山),88,媽祖廟,120.718399,24.251781,回程,Mazu Temple
186,豐原  -  臺中港郵局(經東山),89,豐原東站,120.72412,24.254494,回程,
199,龍井竹坑口-文修停車場,1,竹坑口,120.543792,24.175492,去程,Zhukengkou
199,龍井竹坑口-文修停車場,2,村內入口,120.544605,24.178757,去程,Village Entrance
199,龍井竹坑口-文修停車場,3,深水,120.545542,24.182568,去程,Shenshui
199,龍井竹坑口-文修停車場,4,龍崗,120.545488,24.186425,去程,Longgang
199,龍井竹坑口-文修停車場,5,龍井加油站,120.545743,24.188982,去程,Longgjing Gas Station
199,龍井竹坑口-文修停車場,6,龍井區公所,120.546077,24.192462,去程,Longgjing District Hall
199,龍井竹坑口-文修停車場,7,龍井火車站,120.546593,24.196875,去程,Longgjing Station
199,龍井竹坑口-文修停車場,8,龍泉,120.547142,24.1998439,去程,Longquan
199,龍井竹坑口-文修停車場,9,龍目井,120.547985,24.202488,去程,Longmujing
199,龍井竹坑口-文修停車場,10,鷺山,120.549235,24.207432,去程,Lushan
199,龍井竹坑口-文修停車場,11,南山腳,120.550658,24.210632,去程,N. Shanjiao
199,龍井竹坑口-文修停車場,12,龍山國小(山腳里),120.551575,24.21255,去程,Longshan El. School (shanjiao Villag)
199,龍井竹坑口-文修停車場,13,山隆加油站,120.556589,24.21234,去程,Shanlong Gas Station
199,龍井竹坑口-文修停車場,14,向上保成路口,120.560379,24.20922279,去程,Xiangshang - Baocheng Intersection
199,龍井竹坑口-文修停車場,15,向上保寧路口,120.564434,24.206097,去程,Xiangshang-Baoning Intersection
199,龍井竹坑口-文修停車場,16,向上自立路口,120.567926,24.202974,去程,Xiangshang-Zili Intersection
199,龍井竹坑口-文修停車場,17,向上中興路口,120.574007,24.183341,去程,Xiangshang-Zhongxing Intersection
199,龍井竹坑口-文修停車場,18,向上南新路口,120.57421,24.180703,去程,Xiangshang-Nanxin Intersection
199,龍井竹坑口-文修停車場,19,向上中沙路口,120.576056,24.177427,去程,Xiangshang-Zhongsha Intersection
199,龍井竹坑口-文修停車場,20,向上遊園路口,120.582038,24.175665,去程,Zhonglong-Youyuan Intersection
199,龍井竹坑口-文修停車場,21,向上工業區28路口,120.582325,24.171682,去程,Zhonglong- Industrial 28th Intersection
199,龍井竹坑口-文修停車場,22,向上精科路口,120.60851,24.151345,去程,Xiangshang-Jingke Intersection
199,龍井竹坑口-文修停車場,23,向上嶺東路口,120.612301,24.150354,去程,Xiangshang-Lingdong Intersection
199,龍井竹坑口-文修停車場,24,文山國小(向上路),120.6145191,24.14796756,去程,Wen San El. School(Xiangshang Rd.)
199,龍井竹坑口-文修停車場,25,向上環中路口,120.623826,24.145099,去程,Xiangshang-Huanzhong Intersection
199,龍井竹坑口-文修停車場,26,向上五權西路口,120.63147,24.14495221,去程,Xiangshang-Wuquan W. Intersection
199,龍井竹坑口-文修停車場,27,向上永春東七路口,120.63473,24.146338,去程,Xiangshang-Yongchun E. 7th Intersection
199,龍井竹坑口-文修停車場,28,河南向上路口,120.637865,24.148474,去程,Henan-Xiangshang Intersection
199,龍井竹坑口-文修停車場,29,河南公益路口,120.637278,24.151188,去程,Henan - Gongyi Intersection
199,龍井竹坑口-文修停車場,30,惠文國小,120.63779,24.15154667,去程,Hui-Wen El. School
199,龍井竹坑口-文修停車場,31,惠文高中(惠中路),120.640638,24.152241,去程,Huiwen H.S.(Huizhong Rd.)
199,龍井竹坑口-文修停車場,32,惠來公園(惠中路),120.6408833,24.15516667,去程,Huilai Park (Huizhong Rd.)
199,龍井竹坑口-文修停車場,33,中央健保局(惠中路),120.64297,24.158927,去程,NHI Bureau(Huizhong Rd.)
199,龍井竹坑口-文修停車場,34,惠中市政北三路口,120.643779,24.160434,去程,Huizhong- Shi Zheng N. 3rd Intersection
199,龍井竹坑口-文修停車場,35,大遠百,120.644981,24.162287,去程,Top City
199,龍井竹坑口-文修停車場,36,臺中市政府,120.6480117,24.16329833,去程,Taichung City Hall
199,龍井竹坑口-文修停車場,37,臺灣大道文心路口,120.650185,24.16205833,去程,Taiwan Boulevard-Wenxin Intersection
199,龍井竹坑口-文修停車場,38,大墩十九街口,120.6519033,24.15885333,去程,Dadun 19th St.
199,龍井竹坑口-文修停車場,39,東興停車場,120.6544633,24.15668167,去程,Dongxing Parking Lot
199,龍井竹坑口-文修停車場,40,永豐棧酒店,120.6556567,24.158585,去程,TEMPUS Hotel
199,龍井竹坑口-文修停車場,41,漢口臺灣大道口,120.656362,24.15996,去程,Hankou-Taiwan Boulevard Intersection
199,龍井竹坑口-文修停車場,42,漢口國中,120.65675,24.161062,去程,Han Kau J.H.S.
199,龍井竹坑口-文修停車場,43,漢口西屯路口,120.65928,24.16388,去程,Hankou-Xitun Intersection
199,龍井竹坑口-文修停車場,44,漢口大信街口,120.66137,24.16491333,去程,Hankou-Daxin Intersection
199,龍井竹坑口-文修停車場,45,寧夏東八街口,120.661634,24.166205,去程,Ningxia -E. 8th Intersection
199,龍井竹坑口-文修停車場,46,中山國中,120.6602583,24.16882,去程,Chungshan J.H.S.
199,龍井竹坑口-文修停車場,47,文華高中(寧夏路),120.6593917,24.17023167,去程,Wen Hua H.S. (Ningxia Rd.)
199,龍井竹坑口-文修停車場,48,河南長安路口,120.660548,24.172788,去程,Henan-Changan Intersection
199,龍井竹坑口-文修停車場,49,河南福上巷口,120.659778,24.175156,去程,Henan-Fushan Ln. Intersection
199,龍井竹坑口-文修停車場,50,家扶發展學園,120.657223,24.176255,去程,Child Development Center
199,龍井竹坑口-文修停車場,51,河南停車場,120.6514049,24.17596382,去程,Henan Parking Lot
199,龍井竹坑口-文修停車場,52,河南福星路口,120.649396,24.175157,去程,Henan-Fuxing Intersection
199,龍井竹坑口-文修停車場,53,福星停車場,120.6459717,24.175475,去程,Fuxing Parking Lot
199,龍井竹坑口-文修停車場,54,逢甲大學(福星路),120.64506,24.179045,去程,Feng Chia U. (Fuxing Rd.)
199,龍井竹坑口-文修停車場,55,福星西安街口,120.6450534,24.181555,去程,Fuxing-Xian Intersection
199,龍井竹坑口-文修停車場,56,漢翔公司(星享道),120.644732,24.183871,去程,AIDC
199,龍井竹坑口-文修停車場,57,僑光科技大學,120.6443346,24.18654403,去程,Overseas Chinese  University
199,龍井竹坑口-文修停車場,58,福星北西苑路口,120.6418839,24.18722153,去程,Fuxing N. -Xiyuan Intersection
199,龍井竹坑口-文修停車場,59,西苑高中,120.6401933,24.18633333,去程,Shi Yuan H.S.
199,龍井竹坑口-文修停車場,60,文修停車場,120.6416631,24.18504661,去程,Wenxiu Parking Lot
199,龍井竹坑口-文修停車場,1,文修停車場,120.6416631,24.18504661,回程,Wenxiu Parking Lot
199,龍井竹坑口-文修停車場,2,西苑高中,120.6403033,24.18621333,回程,Shi Yuan H.S.
199,龍井竹坑口-文修停車場,3,福星北西苑路口,120.6418839,24.18722153,回程,Fuxing N. -Xiyuan Intersection
199,龍井竹坑口-文修停車場,4,僑光科技大學,120.6444067,24.18662167,回程,Overseas Chinese  University
199,龍井竹坑口-文修停車場,5,漢翔公司(星享道),120.644732,24.183871,回程,AIDC
199,龍井竹坑口-文修停車場,6,福星西安街口,120.6450534,24.181555,回程,Fuxing-Xian Intersection
199,龍井竹坑口-文修停車場,7,逢甲大學(福星路),120.64506,24.179045,回程,Feng Chia U. (Fuxing Rd.)
199,龍井竹坑口-文修停車場,8,福星停車場,120.6459717,24.175475,回程,Fuxing Parking Lot
199,龍井竹坑口-文修停車場,9,河南福星路口,120.649396,24.175157,回程,Henan-Fuxing Intersection
199,龍井竹坑口-文修停車場,10,河南停車場,120.653125,24.176126,回程,Henan Parking Lot
199,龍井竹坑口-文修停車場,11,家扶發展學園,120.657223,24.176255,回程,Child Development Center
199,龍井竹坑口-文修停車場,12,河南福上巷口,120.659778,24.175156,回程,Henan-Fushan Ln. Intersection
199,龍井竹坑口-文修停車場,13,河南長安路口,120.660548,24.172788,回程,Henan-Changan Intersection
199,龍井竹坑口-文修停車場,14,文心河南路口,120.6607783,24.17142333,回程,Wenxin-Henan Intersection
199,龍井竹坑口-文修停車場,15,文華高中(寧夏路),120.6593917,24.17023167,回程,Wen Hua H.S. (Ningxia Rd.)
199,龍井竹坑口-文修停車場,16,中山國中,120.6602583,24.16882,回程,Chungshan J.H.S.
199,龍井竹坑口-文修停車場,17,寧夏東八街口,120.661634,24.166205,回程,Ningxia -E. 8th Intersection
199,龍井竹坑口-文修停車場,18,漢口大信街口,120.66137,24.16491333,回程,Hankou-Daxin Intersection
199,龍井竹坑口-文修停車場,19,漢口西屯路口,120.65928,24.16388,回程,Hankou-Xitun Intersection
199,龍井竹坑口-文修停車場,20,漢口國中,120.6566933,24.16138667,回程,Han Kau J.H.S.
199,龍井竹坑口-文修停車場,21,漢口臺灣大道口,120.656362,24.15996,回程,Hankou-Taiwan Boulevard Intersection
199,龍井竹坑口-文修停車場,22,永豐棧酒店,120.6556283,24.158625,回程,TEMPUS Hotel
199,龍井竹坑口-文修停車場,23,東興停車場,120.6545183,24.156715,回程,Dongxing Parking Lot
199,龍井竹坑口-文修停車場,24,大墩十九街口,120.6519033,24.15885333,回程,Dadun 19th St.
199,龍井竹坑口-文修停車場,25,惠中市政北三路口,120.643779,24.160434,回程,Huizhong- Shi Zheng N. 3rd Intersection
199,龍井竹坑口-文修停車場,26,中央健保局(惠中路),120.64297,24.158927,回程,NHI Bureau(Huizhong Rd.)
199,龍井竹坑口-文修停車場,27,惠來公園(惠中路),120.6408833,24.15516667,回程,Huilai Park (Huizhong Rd.)
199,龍井竹坑口-文修停車場,28,惠文高中(惠中路),120.640638,24.152241,回程,Huiwen H.S.(Huizhong Rd.)
199,龍井竹坑口-文修停車場,29,惠文高中(公益路),120.639764,24.151306,回程,Huiwen H.S.(Gongyi Rd.)
199,龍井竹坑口-文修停車場,30,河南公益路口,120.637278,24.151188,回程,Henan - Gongyi Intersection
199,龍井竹坑口-文修停車場,31,河南向上路口,120.637865,24.148474,回程,Henan-Xiangshang Intersection
199,龍井竹坑口-文修停車場,32,向上永春東七路口,120.63473,24.146338,回程,Xiangshang-Yongchun E. 7th Intersection
199,龍井竹坑口-文修停車場,33,向上五權西路口,120.63147,24.14495221,回程,Xiangshang-Wuquan W. Intersection
199,龍井竹坑口-文修停車場,34,向上環中路口,120.623826,24.145099,回程,Xiangshang-Huanzhong Intersection
199,龍井竹坑口-文修停車場,35,文山國小(向上路),120.6143045,24.14839832,回程,Wen San El. School(Xiangshang Rd.)
199,龍井竹坑口-文修停車場,36,向上嶺東路口,120.612301,24.150354,回程,Xiangshang-Lingdong Intersection
199,龍井竹坑口-文修停車場,37,向上精科路口,120.60851,24.151354,回程,Xiangshang-Jingke Intersection
199,龍井竹坑口-文修停車場,38,向上工業區28路口,120.582325,24.171682,回程,Zhonglong- Industrial 28th Intersection
199,龍井竹坑口-文修停車場,39,向上遊園路口,120.582038,24.175665,回程,Zhonglong-Youyuan Intersection
199,龍井竹坑口-文修停車場,40,向上中沙路口,120.576056,24.177427,回程,Xiangshang-Zhongsha Intersection
199,龍井竹坑口-文修停車場,41,向上南新路口,120.574575,24.180828,回程,Xiangshang-Nanxin Intersection
199,龍井竹坑口-文修停車場,42,向上中興路口,120.574377,24.183733,回程,Xiangshang-Zhongxing Intersection
199,龍井竹坑口-文修停車場,43,向上自立路口,120.567385,24.203646,回程,Xiangshang-Zili Intersection
199,龍井竹坑口-文修停車場,44,向上保寧路口,120.564434,24.206097,回程,Xiangshang-Baoning Intersection
199,龍井竹坑口-文修停車場,45,向上保成路口,120.5613251,24.20870018,回程,Xiangshang - Baocheng Intersection
199,龍井竹坑口-文修停車場,46,山隆加油站,120.556589,24.21234,回程,Shanlong Gas Station
199,龍井竹坑口-文修停車場,47,龍山國小(山腳里),120.551575,24.21255,回程,Longshan El. School (shanjiao Villag)
199,龍井竹坑口-文修停車場,48,南山腳,120.550658,24.210632,回程,N. Shanjiao
199,龍井竹坑口-文修停車場,49,鷺山,120.549235,24.207432,回程,Lushan
199,龍井竹坑口-文修停車場,50,龍目井,120.547985,24.202488,回程,Longmujing
199,龍井竹坑口-文修停車場,51,龍泉,120.547142,24.1998439,回程,Longquan
199,龍井竹坑口-文修停車場,52,龍井火車站,120.546593,24.196875,回程,Longgjing Station
199,龍井竹坑口-文修停車場,53,龍井區公所,120.546077,24.192462,回程,Longgjing District Hall
199,龍井竹坑口-文修停車場,54,龍井加油站,120.545743,24.188982,回程,Longgjing Gas Station
199,龍井竹坑口-文修停車場,55,龍崗,120.545488,24.186425,回程,Longgang
199,龍井竹坑口-文修停車場,56,深水,120.545542,24.182568,回程,Shenshui
199,龍井竹坑口-文修停車場,57,村內入口,120.544605,24.178757,回程,Village Entrance
199,龍井竹坑口-文修停車場,58,竹坑口,120.54408,24.176733,回程,Zhukengkou
199延,茄投奉天宮-文修停車場,1,茄投奉天宮,120.53036,24.17841,去程,Qietou Fengtian Temple
199延,茄投奉天宮-文修停車場,2,上莊頭,120.53499,24.17724,去程,Shanzhuangtou
199延,茄投奉天宮-文修停車場,3,莊頭,120.5366814,24.1769426,去程,Zhuangtou
199延,茄投奉天宮-文修停車場,4,竹坑口,120.543792,24.175492,去程,Zhukengkou
199延,茄投奉天宮-文修停車場,5,村內入口,120.544605,24.178757,去程,Village Entrance
199延,茄投奉天宮-文修停車場,6,深水,120.545542,24.182568,去程,Shenshui
199延,茄投奉天宮-文修停車場,7,龍崗,120.545488,24.186425,去程,Longgang
199延,茄投奉天宮-文修停車場,8,龍井加油站,120.545743,24.188982,去程,Longgjing Gas Station
199延,茄投奉天宮-文修停車場,9,龍井區公所,120.546077,24.192462,去程,Longgjing District Hall
199延,茄投奉天宮-文修停車場,10,龍井火車站,120.546593,24.196875,去程,Longgjing Station
199延,茄投奉天宮-文修停車場,11,龍泉,120.547142,24.1998439,去程,Longquan
199延,茄投奉天宮-文修停車場,12,龍目井,120.547985,24.202488,去程,Longmujing
199延,茄投奉天宮-文修停車場,13,鷺山,120.549235,24.207432,去程,Lushan
199延,茄投奉天宮-文修停車場,14,南山腳,120.550658,24.210632,去程,N. Shanjiao
199延,茄投奉天宮-文修停車場,15,龍山國小(山腳里),120.551575,24.21255,去程,Longshan El. School (shanjiao Villag)
199延,茄投奉天宮-文修停車場,16,山隆加油站,120.556589,24.21234,去程,Shanlong Gas Station
199延,茄投奉天宮-文修停車場,17,向上保成路口,120.560379,24.20922279,去程,Xiangshang - Baocheng Intersection
199延,茄投奉天宮-文修停車場,18,向上保寧路口,120.564434,24.206097,去程,Xiangshang-Baoning Intersection
199延,茄投奉天宮-文修停車場,19,向上自立路口,120.567926,24.202974,去程,Xiangshang-Zili Intersection
199延,茄投奉天宮-文修停車場,20,向上中興路口,120.574007,24.183341,去程,Xiangshang-Zhongxing Intersection
199延,茄投奉天宮-文修停車場,21,向上南新路口,120.57421,24.180703,去程,Xiangshang-Nanxin Intersection
199延,茄投奉天宮-文修停車場,22,向上中沙路口,120.576056,24.177427,去程,Xiangshang-Zhongsha Intersection
199延,茄投奉天宮-文修停車場,23,向上遊園路口,120.582038,24.175665,去程,Zhonglong-Youyuan Intersection
199延,茄投奉天宮-文修停車場,24,向上工業區28路口,120.582325,24.171682,去程,Zhonglong- Industrial 28th Intersection
199延,茄投奉天宮-文修停車場,25,向上精科路口,120.60851,24.151345,去程,Xiangshang-Jingke Intersection
199延,茄投奉天宮-文修停車場,26,向上嶺東路口,120.612301,24.150354,去程,Xiangshang-Lingdong Intersection
199延,茄投奉天宮-文修停車場,27,文山國小(向上路),120.6145191,24.14796756,去程,Wen San El. School(Xiangshang Rd.)
199延,茄投奉天宮-文修停車場,28,向上環中路口,120.623826,24.145099,去程,Xiangshang-Huanzhong Intersection
199延,茄投奉天宮-文修停車場,29,向上五權西路口,120.63147,24.14495221,去程,Xiangshang-Wuquan W. Intersection
199延,茄投奉天宮-文修停車場,30,向上永春東七路口,120.63473,24.146338,去程,Xiangshang-Yongchun E. 7th Intersection
199延,茄投奉天宮-文修停車場,31,河南向上路口,120.637865,24.148474,去程,Henan-Xiangshang Intersection
199延,茄投奉天宮-文修停車場,32,河南公益路口,120.637278,24.151188,去程,Henan - Gongyi Intersection
199延,茄投奉天宮-文修停車場,33,惠文國小,120.63779,24.15154667,去程,Hui-Wen El. School
199延,茄投奉天宮-文修停車場,34,惠文高中(惠中路),120.640638,24.152241,去程,Huiwen H.S.(Huizhong Rd.)
199延,茄投奉天宮-文修停車場,35,惠來公園(惠中路),120.6408833,24.15516667,去程,Huilai Park (Huizhong Rd.)
199延,茄投奉天宮-文修停車場,36,中央健保局(惠中路),120.64297,24.158927,去程,NHI Bureau(Huizhong Rd.)
199延,茄投奉天宮-文修停車場,37,惠中市政北三路口,120.643779,24.160434,去程,Huizhong- Shi Zheng N. 3rd Intersection
199延,茄投奉天宮-文修停車場,38,大遠百,120.644981,24.162287,去程,Top City
