路線,路線名稱,站序,中文站點名稱,人數
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,49,光大里,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,50,五常里,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,51,五權學士路口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,52,一心市場,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,53,中友百貨,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,54,國立臺中科技大學,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,55,臺中公園(三民路),0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,56,光復國小(三民路),0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,57,第二市場(三民路),0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,58,第二信用,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,59,中山自由路口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,60,彰化銀行(自由路),0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,61,第一廣場,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,1,第一廣場,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,2,彰化銀行(臺灣大道),0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,3,第二市場(臺灣大道),0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,4,光復國小(三民路),0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,5,臺中公園(三民路),0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,6,國立臺中科技大學,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,7,中友百貨,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,8,五權學士路口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,9,五常里,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,10,光大里,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,11,臺中二中,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,12,文莊里,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,13,邱厝里,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,14,健行國小,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,15,健行民權路口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,16,植物園(健行路),0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,17,忠明高中,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,18,科學博物館(臺灣大道),0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,19,忠明國小,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,20,永豐棧酒店,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,21,東興停車場,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,22,東興國小,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,23,東興公益路口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,24,東興大墩十二街口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,25,萬壽棒球場(東興路),0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,26,東興大墩五街口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,27,東興大墩二街口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,28,東興南屯路口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,29,永春東大墩南路口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,30,永春國小,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,31,第四分局,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,32,萬和國中,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,33,黎明永春東路口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,34,黎明文心南五路口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,35,下豐樂里,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,36,鎮平里,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,37,鎮平環中路口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,38,鎮平國小,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,39,中和(黎明路),0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,40,昌興新村,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,41,中和新村,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,42,烏日啤酒廠,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,43,啤酒廠美食街,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,44,高鐵臺中站,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,45,高鐵學田路口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,46,幸記公司,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,47,學田診所,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,48,學田活動中心,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,49,烏日學田里,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,50,成功嶺3號門,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,51,同安南北巷口,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,52,南屯同安厝,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,53,彩虹眷村,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,54,春社派出所,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,55,嶺東高中,0
70,嶺東科技大學 - 第一廣場 - 嶺東科技大學,56,嶺東科技大學(永春南路),0
70A,綠川東站  -  嶺東科技大學,1,綠川東站,0
70A,綠川東站  -  嶺東科技大學,2,第一廣場,0
70A,綠川東站  -  嶺東科技大學,3,彰化銀行(臺灣大道),0
70A,綠川東站  -  嶺東科技大學,4,第二市場(臺灣大道),0
70A,綠川東站  -  嶺東科技大學,5,光復國小(三民路),0
70A,綠川東站  -  嶺東科技大學,6,臺中公園(三民路),0
70A,綠川東站  -  嶺東科技大學,7,國立臺中科技大學,0
70A,綠川東站  -  嶺東科技大學,8,中友百貨,0
70A,綠川東站  -  嶺東科技大學,9,五權學士路口,0
70A,綠川東站  -  嶺東科技大學,10,五常里,0
70A,綠川東站  -  嶺東科技大學,11,光大里,0
70A,綠川東站  -  嶺東科技大學,12,臺中二中,0
70A,綠川東站  -  嶺東科技大學,13,文莊里,0
70A,綠川東站  -  嶺東科技大學,14,邱厝里,0
70A,綠川東站  -  嶺東科技大學,15,健行國小,0
70A,綠川東站  -  嶺東科技大學,16,健行民權路口,0
70A,綠川東站  -  嶺東科技大學,17,植物園(健行路),0
70A,綠川東站  -  嶺東科技大學,18,忠明高中,0
70A,綠川東站  -  嶺東科技大學,19,科學博物館(臺灣大道),0
70A,綠川東站  -  嶺東科技大學,20,忠明國小,0
70A,綠川東站  -  嶺東科技大學,21,永豐棧酒店,0
70A,綠川東站  -  嶺東科技大學,22,東興停車場,0
70A,綠川東站  -  嶺東科技大學,23,東興國小,0
70A,綠川東站  -  嶺東科技大學,24,東興公益路口,0
70A,綠川東站  -  嶺東科技大學,25,東興大墩十二街口,0
70A,綠川東站  -  嶺東科技大學,26,萬壽棒球場(東興路),0
70A,綠川東站  -  嶺東科技大學,27,東興大墩五街口,0
70A,綠川東站  -  嶺東科技大學,28,東興大墩二街口,0
70A,綠川東站  -  嶺東科技大學,29,東興南屯路口,0
70A,綠川東站  -  嶺東科技大學,30,永春東大墩南路口,0
70A,綠川東站  -  嶺東科技大學,31,永春國小,0
70A,綠川東站  -  嶺東科技大學,32,第四分局,0
70A,綠川東站  -  嶺東科技大學,33,萬和國中,0
70A,綠川東站  -  嶺東科技大學,34,黎明永春東路口,0
70A,綠川東站  -  嶺東科技大學,35,黎明文心南五路口,0
70A,綠川東站  -  嶺東科技大學,36,下豐樂里,0
70A,綠川東站  -  嶺東科技大學,37,鎮平里,0
70A,綠川東站  -  嶺東科技大學,38,鎮平環中路口,0
70A,綠川東站  -  嶺東科技大學,39,鎮平國小,0
70A,綠川東站  -  嶺東科技大學,40,中和(黎明路),0
70A,綠川東站  -  嶺東科技大學,41,昌興新村,0
70A,綠川東站  -  嶺東科技大學,42,中和新村,0
70A,綠川東站  -  嶺東科技大學,43,烏日啤酒廠,0
70A,綠川東站  -  嶺東科技大學,44,啤酒廠美食街,0
70A,綠川東站  -  嶺東科技大學,45,高鐵臺中站,0
70A,綠川東站  -  嶺東科技大學,46,高鐵學田路口,0
70A,綠川東站  -  嶺東科技大學,47,幸記公司,0
70A,綠川東站  -  嶺東科技大學,48,學田診所,0
70A,綠川東站  -  嶺東科技大學,49,學田活動中心,0
70A,綠川東站  -  嶺東科技大學,50,烏日學田里,0
70A,綠川東站  -  嶺東科技大學,51,成功嶺3號門,0
70A,綠川東站  -  嶺東科技大學,52,同安南北巷口,0
70A,綠川東站  -  嶺東科技大學,53,南屯同安厝,0
70A,綠川東站  -  嶺東科技大學,54,彩虹眷村,0
70A,綠川東站  -  嶺東科技大學,55,春社派出所,0
70A,綠川東站  -  嶺東科技大學,56,嶺東高中,0
70A,綠川東站  -  嶺東科技大學,57,嶺東科技大學,0
70B,嶺東科技大學 - 綠川東站,1,嶺東科技大學,0
70B,嶺東科技大學 - 綠川東站,2,嶺東高中,0
70B,嶺東科技大學 - 綠川東站,3,春社派出所,0
70B,嶺東科技大學 - 綠川東站,4,彩虹眷村,0
70B,嶺東科技大學 - 綠川東站,5,南屯同安厝,0
70B,嶺東科技大學 - 綠川東站,6,同安南北巷口,0
70B,嶺東科技大學 - 綠川東站,7,成功嶺3號門,0
70B,嶺東科技大學 - 綠川東站,8,烏日學田里,0
70B,嶺東科技大學 - 綠川東站,9,學田活動中心,0
70B,嶺東科技大學 - 綠川東站,10,學田診所,0
70B,嶺東科技大學 - 綠川東站,11,幸記公司,0
70B,嶺東科技大學 - 綠川東站,12,高鐵學田路口,0
70B,嶺東科技大學 - 綠川東站,13,高鐵臺中站,0
70B,嶺東科技大學 - 綠川東站,14,啤酒廠美食街,0
70B,嶺東科技大學 - 綠川東站,15,烏日啤酒廠,0
70B,嶺東科技大學 - 綠川東站,16,中和新村,0
70B,嶺東科技大學 - 綠川東站,17,昌興新村,0
70B,嶺東科技大學 - 綠川東站,18,中和(黎明路),0
70B,嶺東科技大學 - 綠川東站,19,鎮平國小,0
70B,嶺東科技大學 - 綠川東站,20,鎮平環中路口,0
70B,嶺東科技大學 - 綠川東站,21,鎮平里,0
70B,嶺東科技大學 - 綠川東站,22,下豐樂里,0
70B,嶺東科技大學 - 綠川東站,23,黎明文心南五路口,0
70B,嶺東科技大學 - 綠川東站,24,黎明永春東路口,0
70B,嶺東科技大學 - 綠川東站,25,萬和國中,0
70B,嶺東科技大學 - 綠川東站,26,第四分局,0
70B,嶺東科技大學 - 綠川東站,27,永春國小,0
70B,嶺東科技大學 - 綠川東站,28,永春東大墩南路口,0
70B,嶺東科技大學 - 綠川東站,29,東興南屯路口,0
70B,嶺東科技大學 - 綠川東站,30,東興大墩二街口,0
70B,嶺東科技大學 - 綠川東站,31,東興大墩五街口,0
70B,嶺東科技大學 - 綠川東站,32,萬壽棒球場(東興路),0
70B,嶺東科技大學 - 綠川東站,33,東興大墩十二街口,0
70B,嶺東科技大學 - 綠川東站,34,東興公益路口,0
70B,嶺東科技大學 - 綠川東站,35,東興國小,0
70B,嶺東科技大學 - 綠川東站,36,東興停車場,0
70B,嶺東科技大學 - 綠川東站,37,永豐棧酒店,0
70B,嶺東科技大學 - 綠川東站,38,頂何厝(臺灣大道),0
70B,嶺東科技大學 - 綠川東站,39,忠明國小,0
70B,嶺東科技大學 - 綠川東站,40,科學博物館(健行路),0
70B,嶺東科技大學 - 綠川東站,41,忠明高中,0
70B,嶺東科技大學 - 綠川東站,42,植物園(健行路),0
70B,嶺東科技大學 - 綠川東站,43,健行民權路口,0
70B,嶺東科技大學 - 綠川東站,44,健行國小,0
70B,嶺東科技大學 - 綠川東站,45,中清健行路口,0
70B,嶺東科技大學 - 綠川東站,46,邱厝里,0
70B,嶺東科技大學 - 綠川東站,47,文莊里,0
70B,嶺東科技大學 - 綠川東站,48,臺中二中,0
70B,嶺東科技大學 - 綠川東站,49,光大里,0
70B,嶺東科技大學 - 綠川東站,50,五常里,0
70B,嶺東科技大學 - 綠川東站,51,五權學士路口,0
70B,嶺東科技大學 - 綠川東站,52,一心市場,0
70B,嶺東科技大學 - 綠川東站,53,中友百貨,0
70B,嶺東科技大學 - 綠川東站,54,國立臺中科技大學,0
70B,嶺東科技大學 - 綠川東站,55,臺中公園(三民路),0
70B,嶺東科技大學 - 綠川東站,56,光復國小(三民路),0
70B,嶺東科技大學 - 綠川東站,57,第二市場(三民路),0
70B,嶺東科技大學 - 綠川東站,58,第二信用,0
70B,嶺東科技大學 - 綠川東站,59,中山自由路口,0
70B,嶺東科技大學 - 綠川東站,60,彰化銀行(自由路),0
70B,嶺東科技大學 - 綠川東站,61,第一廣場,0
70B,嶺東科技大學 - 綠川東站,62,綠川東站,0
71,臺中洲際棒球場  -  植物園(西屯路),1,臺中洲際棒球場,0
71,臺中洲際棒球場  -  植物園(西屯路),2,錦村市場,0
71,臺中洲際棒球場  -  植物園(西屯路),3,崇德豐樂路口,0
71,臺中洲際棒球場  -  植物園(西屯路),4,崇德十路口,0
71,臺中洲際棒球場  -  植物園(西屯路),5,崇德九路口,0
71,臺中洲際棒球場  -  植物園(西屯路),6,崇德山西路口,0
71,臺中洲際棒球場  -  植物園(西屯路),7,北屯區行政大樓,0
71,臺中洲際棒球場  -  植物園(西屯路),8,崇德六路口,0
71,臺中洲際棒球場  -  植物園(西屯路),9,崇德五路口,0
71,臺中洲際棒球場  -  植物園(西屯路),10,崇德一路口,0
71,臺中洲際棒球場  -  植物園(西屯路),11,崇德國中(民俗公園),0
71,臺中洲際棒球場  -  植物園(西屯路),12,崇德瀋陽路口,0
71,臺中洲際棒球場  -  植物園(西屯路),13,崇德文心路口,0
71,臺中洲際棒球場  -  植物園(西屯路),14,崇德北平路口,0
71,臺中洲際棒球場  -  植物園(西屯路),15,崇德青島路口,0
71,臺中洲際棒球場  -  植物園(西屯路),16,崇德橋,0
71,臺中洲際棒球場  -  植物園(西屯路),17,崇德德化街口,0
71,臺中洲際棒球場  -  植物園(西屯路),18,新民高中(崇德路),0
71,臺中洲際棒球場  -  植物園(西屯路),19,市立殯儀館,0
71,臺中洲際棒球場  -  植物園(西屯路),20,一心市場,0
71,臺中洲際棒球場  -  植物園(西屯路),21,中友百貨,0
71,臺中洲際棒球場  -  植物園(西屯路),22,國立臺中科技大學,0
71,臺中洲際棒球場  -  植物園(西屯路),23,中興堂,0
71,臺中洲際棒球場  -  植物園(西屯路),24,臺中公園(雙十路),0
71,臺中洲際棒球場  -  植物園(西屯路),25,干城站,0
71,臺中洲際棒球場  -  植物園(西屯路),26,臺中火車站,0
71,臺中洲際棒球場  -  植物園(西屯路),27,民權繼光街口,0
71,臺中洲際棒球場  -  植物園(西屯路),28,臺中女中,0
71,臺中洲際棒球場  -  植物園(西屯路),29,地方法院,0
71,臺中洲際棒球場  -  植物園(西屯路),30,林森三民路口,0
71,臺中洲際棒球場  -  植物園(西屯路),31,忠信國小(林森路),0
71,臺中洲際棒球場  -  植物園(西屯路),32,大墩文化中心(五權路),0
71,臺中洲際棒球場  -  植物園(西屯路),33,美術館(五權西路),0
71,臺中洲際棒球場  -  植物園(西屯路),34,向上國中,0
71,臺中洲際棒球場  -  植物園(西屯路),35,美村向上路口,0
71,臺中洲際棒球場  -  植物園(西屯路),36,美村向上北路口,0
71,臺中洲際棒球場  -  植物園(西屯路),37,美村公益路口,0
71,臺中洲際棒球場  -  植物園(西屯路),38,美村忠誠路口,0
71,臺中洲際棒球場  -  植物園(西屯路),39,廣三SOGO(美村路),0
71,臺中洲際棒球場  -  植物園(西屯路),40,忠明高中,0
71,臺中洲際棒球場  -  植物園(西屯路),41,植物園(西屯路),0
71,臺中洲際棒球場  -  植物園(西屯路),1,植物園(西屯路),0
71,臺中洲際棒球場  -  植物園(西屯路),2,忠明高中,0
71,臺中洲際棒球場  -  植物園(西屯路),3,廣三SOGO(美村路),0
71,臺中洲際棒球場  -  植物園(西屯路),4,美村忠誠路口,0
71,臺中洲際棒球場  -  植物園(西屯路),5,美村公益路口,0
71,臺中洲際棒球場  -  植物園(西屯路),6,美村向上北路口,0
71,臺中洲際棒球場  -  植物園(西屯路),7,美村向上路口,0
71,臺中洲際棒球場  -  植物園(西屯路),8,向上國中,0
71,臺中洲際棒球場  -  植物園(西屯路),9,美術館(五權西路),0
71,臺中洲際棒球場  -  植物園(西屯路),10,大墩文化中心(五權路),0
71,臺中洲際棒球場  -  植物園(西屯路),11,忠信國小(林森路),0
71,臺中洲際棒球場  -  植物園(西屯路),12,林森三民路口,0
71,臺中洲際棒球場  -  植物園(西屯路),13,地方法院,0
71,臺中洲際棒球場  -  植物園(西屯路),14,臺中女中,0
71,臺中洲際棒球場  -  植物園(西屯路),15,民權繼光街口,0
71,臺中洲際棒球場  -  植物園(西屯路),16,臺中火車站,0
71,臺中洲際棒球場  -  植物園(西屯路),17,干城站,0
71,臺中洲際棒球場  -  植物園(西屯路),18,立體停車場(雙十路),0
71,臺中洲際棒球場  -  植物園(西屯路),19,臺中公園(雙十路),0
71,臺中洲際棒球場  -  植物園(西屯路),20,中興堂,0
71,臺中洲際棒球場  -  植物園(西屯路),21,國立臺中科技大學,0
71,臺中洲際棒球場  -  植物園(西屯路),22,中友百貨,0
71,臺中洲際棒球場  -  植物園(西屯路),23,市立殯儀館,0
71,臺中洲際棒球場  -  植物園(西屯路),24,新民高中(崇德路),0
71,臺中洲際棒球場  -  植物園(西屯路),25,崇德德化街口,0
71,臺中洲際棒球場  -  植物園(西屯路),26,崇德橋,0
71,臺中洲際棒球場  -  植物園(西屯路),27,崇德青島路口,0
71,臺中洲際棒球場  -  植物園(西屯路),28,崇德北平路口,0
71,臺中洲際棒球場  -  植物園(西屯路),29,崇德文心路口,0
71,臺中洲際棒球場  -  植物園(西屯路),30,崇德瀋陽路口,0
71,臺中洲際棒球場  -  植物園(西屯路),31,崇德國中(民俗公園),0
71,臺中洲際棒球場  -  植物園(西屯路),32,崇德一路口,0
71,臺中洲際棒球場  -  植物園(西屯路),33,崇德五路口,0
71,臺中洲際棒球場  -  植物園(西屯路),34,崇德六路口,0
71,臺中洲際棒球場  -  植物園(西屯路),35,北屯區行政大樓,0
71,臺中洲際棒球場  -  植物園(西屯路),36,崇德山西路口,0
71,臺中洲際棒球場  -  植物園(西屯路),37,崇德九路口,0
71,臺中洲際棒球場  -  植物園(西屯路),38,崇德十路口,0
71,臺中洲際棒球場  -  植物園(西屯路),39,崇德豐樂路口,0
71,臺中洲際棒球場  -  植物園(西屯路),40,錦村市場,0
71,臺中洲際棒球場  -  植物園(西屯路),41,臺中洲際棒球場,0
72,慈濟醫院 - 仁友停車場,1,仁友停車場,0
72,慈濟醫院 - 仁友停車場,2,嶺東科技大學(永春南路),0
72,慈濟醫院 - 仁友停車場,3,嶺東高中,0
72,慈濟醫院 - 仁友停車場,4,春社里(永春南路),0
72,慈濟醫院 - 仁友停車場,5,劉厝里,0
72,慈濟醫院 - 仁友停車場,6,下新生里,0
72,慈濟醫院 - 仁友停車場,7,永定里二站(永春東路),0
72,慈濟醫院 - 仁友停車場,8,永定里(永春東路),0
72,慈濟醫院 - 仁友停車場,9,南屯國小,0
72,慈濟醫院 - 仁友停車場,10,黎明南屯路口,0
72,慈濟醫院 - 仁友停車場,11,黎明五權西路口,0
72,慈濟醫院 - 仁友停車場,12,黎明向上路口,0
72,慈濟醫院 - 仁友停車場,13,三厝里,0
72,慈濟醫院 - 仁友停車場,14,黎明公益路口,0
72,慈濟醫院 - 仁友停車場,15,惠文國小,0
72,慈濟醫院 - 仁友停車場,16,惠文高中(公益路),0
72,慈濟醫院 - 仁友停車場,17,臺中特殊教育學校,0
72,慈濟醫院 - 仁友停車場,18,公益文心路口,0
72,慈濟醫院 - 仁友停車場,19,公益大墩路口,0
72,慈濟醫院 - 仁友停車場,20,公益東興路口,0
72,慈濟醫院 - 仁友停車場,21,公益精誠路口,0
72,慈濟醫院 - 仁友停車場,22,公益公園(公益路),0
72,慈濟醫院 - 仁友停車場,23,公益中美街口,0
72,慈濟醫院 - 仁友停車場,24,美村忠誠路口,0
72,慈濟醫院 - 仁友停車場,25,廣三SOGO(美村路),0
72,慈濟醫院 - 仁友停車場,26,忠明高中,0
72,慈濟醫院 - 仁友停車場,27,西屯健行路口,0
72,慈濟醫院 - 仁友停車場,28,西屯忠明路口,0
72,慈濟醫院 - 仁友停車場,29,西屯太原路口,0
72,慈濟醫院 - 仁友停車場,30,頂何厝(西屯路),0
72,慈濟醫院 - 仁友停車場,31,漢口大信街口,0
72,慈濟醫院 - 仁友停車場,32,寧夏東八街口,0
72,慈濟醫院 - 仁友停車場,33,中山國中,0
72,慈濟醫院 - 仁友停車場,34,文華高中(寧夏路),0
72,慈濟醫院 - 仁友停車場,35,文心河南路口,0
72,慈濟醫院 - 仁友停車場,36,重慶國小,0
72,慈濟醫院 - 仁友停車場,37,臺灣日報,0
72,慈濟醫院 - 仁友停車場,38,文心陜西路口,0
72,慈濟醫院 - 仁友停車場,39,文心中清路口,0
72,慈濟醫院 - 仁友停車場,40,文心青島東街口,0
72,慈濟醫院 - 仁友停車場,41,文心山西路口,0
72,慈濟醫院 - 仁友停車場,42,文心梅川西路口,0
72,慈濟醫院 - 仁友停車場,43,文心國小,0
72,慈濟醫院 - 仁友停車場,44,崇德瀋陽路口,0
72,慈濟醫院 - 仁友停車場,45,崇德國中(民俗公園),0
72,慈濟醫院 - 仁友停車場,46,崇德一路口,0
72,慈濟醫院 - 仁友停車場,47,崇德五路口,0
72,慈濟醫院 - 仁友停車場,48,崇德六路口,0
72,慈濟醫院 - 仁友停車場,49,松竹昌平路口,0
72,慈濟醫院 - 仁友停車場,50,松竹寺,0
72,慈濟醫院 - 仁友停車場,51,松竹修齊街口,0
72,慈濟醫院 - 仁友停車場,52,真耶穌教會,0
72,慈濟醫院 - 仁友停車場,53,松竹松義街口,0
72,慈濟醫院 - 仁友停車場,54,舊社公園(松竹路),0
72,慈濟醫院 - 仁友停車場,55,松竹舊社巷口,0
72,慈濟醫院 - 仁友停車場,56,松竹旱溪西路口,0
72,慈濟醫院 - 仁友停車場,57,葳格高級中學,0
72,慈濟醫院 - 仁友停車場,58,軍福公園,0
72,慈濟醫院 - 仁友停車場,59,軍福十九松竹二路口,0
72,慈濟醫院 - 仁友停車場,60,軍功松竹路口,0
72,慈濟醫院 - 仁友停車場,61,仁愛之家,0
72,慈濟醫院 - 仁友停車場,62,名人球場,0
72,慈濟醫院 - 仁友停車場,63,聚興,0
72,慈濟醫院 - 仁友停車場,64,慈濟中醫院,0
72,慈濟醫院 - 仁友停車場,65,慈濟醫院,0
72,慈濟醫院 - 仁友停車場,1,慈濟醫院,0
72,慈濟醫院 - 仁友停車場,2,慈濟中醫院,0
72,慈濟醫院 - 仁友停車場,3,聚興,0
72,慈濟醫院 - 仁友停車場,4,名人球場,0
72,慈濟醫院 - 仁友停車場,5,仁愛之家,0
72,慈濟醫院 - 仁友停車場,6,軍功松竹路口,0
72,慈濟醫院 - 仁友停車場,7,軍福松竹二路口,0
72,慈濟醫院 - 仁友停車場,8,軍福公園,0
72,慈濟醫院 - 仁友停車場,9,葳格高級中學,0
72,慈濟醫院 - 仁友停車場,10,松竹旱溪西路口,0
72,慈濟醫院 - 仁友停車場,11,松竹舊社巷口,0
72,慈濟醫院 - 仁友停車場,12,舊社公園(松竹路),0
72,慈濟醫院 - 仁友停車場,13,松竹松義街口,0
72,慈濟醫院 - 仁友停車場,14,真耶穌教會,0
72,慈濟醫院 - 仁友停車場,15,松竹修齊街口,0
72,慈濟醫院 - 仁友停車場,16,松竹寺,0
72,慈濟醫院 - 仁友停車場,17,松竹昌平路口,0
72,慈濟醫院 - 仁友停車場,18,崇德六路口,0
72,慈濟醫院 - 仁友停車場,19,崇德五路口,0
72,慈濟醫院 - 仁友停車場,20,崇德一路口,0
72,慈濟醫院 - 仁友停車場,21,崇德國中(民俗公園),0
72,慈濟醫院 - 仁友停車場,22,崇德瀋陽路口,0
72,慈濟醫院 - 仁友停車場,23,文心國小,0
72,慈濟醫院 - 仁友停車場,24,文心梅川西路口,0
72,慈濟醫院 - 仁友停車場,25,文心山西路口,0
72,慈濟醫院 - 仁友停車場,26,文心青島東街口,0
72,慈濟醫院 - 仁友停車場,27,文心中清路口,0
72,慈濟醫院 - 仁友停車場,28,文心中清西一街口,0
72,慈濟醫院 - 仁友停車場,29,文心陜西路口,0
72,慈濟醫院 - 仁友停車場,30,臺灣日報,0
72,慈濟醫院 - 仁友停車場,31,重慶國小,0
72,慈濟醫院 - 仁友停車場,32,文心河南路口,0
72,慈濟醫院 - 仁友停車場,33,文華高中(寧夏路),0
72,慈濟醫院 - 仁友停車場,34,中山國中,0
72,慈濟醫院 - 仁友停車場,35,寧夏東八街口,0
72,慈濟醫院 - 仁友停車場,36,漢口大信街口,0
72,慈濟醫院 - 仁友停車場,37,頂何厝(西屯路),0
72,慈濟醫院 - 仁友停車場,38,西屯太原路口,0
72,慈濟醫院 - 仁友停車場,39,西屯忠明路口,0
72,慈濟醫院 - 仁友停車場,40,西屯健行路口,0
72,慈濟醫院 - 仁友停車場,41,忠明高中,0
72,慈濟醫院 - 仁友停車場,42,廣三SOGO(美村路),0
72,慈濟醫院 - 仁友停車場,43,美村忠誠路口,0
72,慈濟醫院 - 仁友停車場,44,公益中美街口,0
72,慈濟醫院 - 仁友停車場,45,公益公園(公益路),0
72,慈濟醫院 - 仁友停車場,46,公益精誠路口,0
72,慈濟醫院 - 仁友停車場,47,公益東興路口,0
72,慈濟醫院 - 仁友停車場,48,公益大墩路口,0
72,慈濟醫院 - 仁友停車場,49,公益文心路口,0
72,慈濟醫院 - 仁友停車場,50,臺中特殊教育學校,0
72,慈濟醫院 - 仁友停車場,51,惠文高中(公益路),0
72,慈濟醫院 - 仁友停車場,52,惠文國小,0
72,慈濟醫院 - 仁友停車場,53,黎明公益路口,0
72,慈濟醫院 - 仁友停車場,54,三厝里,0
72,慈濟醫院 - 仁友停車場,55,黎明向上路口,0
72,慈濟醫院 - 仁友停車場,56,黎明五權西路口,0
72,慈濟醫院 - 仁友停車場,57,黎明南屯路口,0
72,慈濟醫院 - 仁友停車場,58,南屯國小,0
72,慈濟醫院 - 仁友停車場,59,永定里(永春東路),0
72,慈濟醫院 - 仁友停車場,60,永定里二站(永春東路),0
72,慈濟醫院 - 仁友停車場,61,下新生里,0
72,慈濟醫院 - 仁友停車場,62,劉厝里,0
72,慈濟醫院 - 仁友停車場,63,春社里(永春南路),0
72,慈濟醫院 - 仁友停車場,64,嶺東高中,0
72,慈濟醫院 - 仁友停車場,65,嶺東科技大學(永春南路),0
72,慈濟醫院 - 仁友停車場,66,仁友停車場,0
73,統聯轉運站  -  文英兒童公園,1,統聯轉運站,0
73,統聯轉運站  -  文英兒童公園,2,福安里(臺灣大道),0
73,統聯轉運站  -  文英兒童公園,3,朝馬(臺灣大道),0
73,統聯轉運站  -  文英兒童公園,4,秋紅谷(朝陽橋),0
73,統聯轉運站  -  文英兒童公園,5,教師新村,0
73,統聯轉運站  -  文英兒童公園,6,新光三越,0
73,統聯轉運站  -  文英兒童公園,7,臺中市政府,0
73,統聯轉運站  -  文英兒童公園,8,文心臺灣大道口,0
73,統聯轉運站  -  文英兒童公園,9,市警局,0
